School_Name,geometry,SA2_CODE21,SA2_NAME21
Penola Catholic College,POINT (316446.5238839692 5826777.526890431),210051242,Broadmeadows
Good Samaritan Catholic Primary School,POINT (317705.2289548828 5833957.180232132),210051544,Roxburgh Park (South) - Somerton
Erasmus Primary School,POINT (326742.436209526 5811544.666733064),207011520,Hawthorn - South
Holy Cross Primary School,POINT (287526.39901742525 5851842.620025136),210021232,Gisborne
St Catherine's Primary School,POINT (354122.1382100058 5785138.151122526),212021553,Berwick - South East
Good News Lutheran College,POINT (294717.5453643743 5807679.085212836),213051585,Tarneit - South
Sirius College,POINT (317971.4641270214 5827159.871782167),210051242,Broadmeadows
Emmaus Catholic Primary School,POINT (303602.7236063124 5825100.892729387),213011339,Sydenham
Red Rock Christian College,POINT (297272.4789560081 5845067.257100103),210041240,Sunbury
Maharishi School of the Age of Enlightenment,POINT (325410.2140271383 5825137.923525121),209021523,Reservoir - North East
Thomas Carr College,POINT (297816.8978571751 5808596.565475684),213051583,Tarneit - Central
Darul Ulum College of Victoria,POINT (321199.74131336773 5824958.988315862),210031237,Fawkner
St Thomas Aquinas College,POINT (379297.5348149835 5784057.199510585),212011547,Bunyip - Garfield
East Preston Islamic College,POINT (326955.7552036948 5821887.837236704),209021428,Preston - East
Dandenong Ranges Steiner School,POINT (358407.26420339866 5797424.459864202),212011289,Emerald - Cockatoo
Aitken College,POINT (313866.00699596666 5833397.69702591),210051246,Greenvale - Bulla
Alia College,POINT (327998.0734350928 5809779.278754879),207011152,Hawthorn East
Christ the Priest Catholic Primary School,POINT (300661.5942678349 5819765.187179455),213041463,Caroline Springs
Gisborne Montessori School,POINT (287716.599327671 5852125.069019135),210021232,Gisborne
Mt Hira College,POINT (339834.9745871665 5791061.937815),212041566,Keysborough - South
Lumen Christi School,POINT (302449.37747374526 5803721.616578133),213051580,Point Cook - North East
Trinity Catholic Primary School,POINT (350675.20876780734 5786671.925703179),212031458,Narre Warren South - West
Columba Catholic School,POINT (387396.5927355749 5783058.937269785),212011547,Bunyip - Garfield
Stott's College,POINT (321356.206295957 5813154.583317192),206041503,Melbourne CBD - East
OneSchool Global Vic,POINT (283296.45680836274 5826147.501019727),213041358,Melton West
Kamaruka,POINT (323805.767692748 5810312.117424104),206061515,South Yarra - North
Antonine College,POINT (318735.2770932327 5820907.46121501),206011109,Pascoe Vale South
Ozford College,POINT (319938.5938425212 5812973.788247226),206041505,Melbourne CBD - West
Berry Street Victoria Inc,POINT (351305.22593539045 5789474.02031836),212021456,Narre Warren - South West
Yesodei HaTorah College,POINT (322642.3700905815 5806333.724881107),206051129,Elwood
Cana Catholic Primary School,POINT (301357.4784290707 5826421.754528973),213041575,Hillside
Holmes Grammar School,POINT (321503.76013314165 5813295.450058435),206041503,Melbourne CBD - East
Marymede Catholic College,POINT (331581.0366335742 5832044.2554741865),209041436,South Morang - South
Stella Maris Catholic Primary School,POINT (300275.7498853919 5803873.262383393),213051581,Point Cook - North West
Lakeside College,POINT (364550.4045763017 5785856.49097947),212011552,Pakenham - South West
Trinity Catholic School,POINT (324683.567015131 5812747.71584979),206071518,Richmond - North
Balcombe Grammar School,POINT (327910.35459493013 5762036.197179239),214021382,Mount Martha
Catholic Regional College Caroline Springs,POINT (300801.4134157923 5821860.444252313),213041463,Caroline Springs
Deutsche Schule Melbourne,POINT (322352.7689298448 5816807.545609048),206071143,Fitzroy North
Kolbe Catholic College,POINT (315491.90916517586 5834809.623631166),210051246,Greenvale - Bulla
Hume Anglican Grammar,POINT (317298.6530182607 5840105.223418857),210051445,Mickleham - Yuroke
Lighthouse Christian College Cranbourne,POINT (351663.2653742224 5777298.047784871),212031303,Cranbourne South
Mother Teresa School,POINT (317449.7052625663 5839304.789864688),210051442,Craigieburn - North
Our Lady of the Southern Cross,POINT (289463.4731126324 5805258.458039211),213051579,Manor Lakes - Quandong
St George Preca School,POINT (300505.40154323686 5823562.097318817),213041360,Taylors Hill
St Joseph's School,POINT (331435.65886369 5837322.995142314),209041531,Mernda - North
Al Siraat College,POINT (326816.27991991316 5834061.74939051),209041431,Epping - East
Woodleigh School,POINT (340152.76205580216 5771240.603482491),214011374,Langwarrin
St Brigid's School,POINT (360121.59194241837 5786924.9437162215),212011546,Beaconsfield - Officer
St Francis de Sales Catholic Primary School,POINT (346689.67581921257 5786196.111370284),212031306,Lynbrook - Lyndhurst
St Lawrence Catholic Primary School,POINT (302809.4599430325 5815046.893670386),213011570,Derrimut
Heritage College Knox,POINT (349322.8646133157 5805306.380805398),211011447,Ferntree Gully - North
Melbourne Grammar School,POINT (321984.0738166569 5810720.250756601),206041125,South Yarra - West
Islamic College of Melbourne,POINT (294167.45081525063 5807777.463712124),213051585,Tarneit - South
Southern Cross Grammar,POINT (300761.4295386764 5823516.097554),213041360,Taylors Hill
Cornish College,POINT (337567.8629725841 5787108.45863462),212041566,Keysborough - South
Melbourne Montessori School,POINT (326387.67740950244 5804755.249313552),208021178,Caulfield - South
St Francis of Assisi Catholic Primary School,POINT (297481.5415325173 5808520.567904532),213051583,Tarneit - Central
St Joseph's Flexible Learning Centre Melbourne,POINT (319962.38862012967 5813979.034492077),206041506,North Melbourne
Glenroy Private,POINT (317440.8466142802 5825699.365494936),210031535,Glenroy - East
Divrei Emineh,POINT (327251.3057666271 5803060.517178988),208021182,Ormond - Glen Huntly
St Mary of the Cross MacKillop Catholic Parish Primary School,POINT (324620.12634025863 5833822.35762),209041433,Epping (Vic.) - West
St Mary of the Cross Catholic Primary School,POINT (303601.406378174 5801950.530642337),213051464,Point Cook - East
St Thomas the Apostle Catholic Primary School,POINT (352468.90147870465 5779957.90146415),212031557,Cranbourne East - North
Cire Community School | Cire Training,POINT (354122.6016777094 5819836.969046922),211051278,Lilydale - Coldstream
St John the Apostle Catholic Primary School,POINT (294578.6506029199 5810099.647812631),213051583,Tarneit - Central
St Clare's Catholic Primary School,POINT (300107.5420024663 5809082.356227189),213051588,Truganina - South West
St Clare's Primary School,POINT (362509.3427738341 5786060.952667471),212011550,Pakenham - North West
St Paul the Apostle Catholic Primary School,POINT (333611.999386361 5837234.878040852),209041527,Doreen - North
Heatherton Christian College,POINT (334080.1829040628 5797180.352768969),208031191,Moorabbin - Heatherton
Melbourne Indigenous Transition School,POINT (323021.5745134053 5812302.456408671),206041119,East Melbourne
Alice Miller School,POINT (281782.95059721125 5852825.653726729),210021233,Macedon
Hoa Nghiem Primary School,POINT (337388.824433091 5796236.60422354),212041318,Springvale South
Al Iman College,POINT (285391.9594443584 5823890.222992245),213041578,Melton South - Weir Views
Edinburgh College,POINT (354882.46798291925 5816772.528593565),211051278,Lilydale - Coldstream
Giant Steps Melbourne,POINT (326697.5067507092 5814303.534571432),207011522,Kew - West
Harkaway Hills College,POINT (352087.478599439 5795344.611340531),212021299,Narre Warren North
Newmark Primary,POINT (315730.58515938453 5807304.971681342),213021346,Williamstown
Advance College of Education Incorporated,POINT (315273.7107964596 5749588.12631842),214021384,Rosebud - McCrae
Preston Reservoir Adult Community Education Inc | Prace College,POINT (324496.6817817554 5825749.1099462025),209021524,Reservoir - North West
River Nile School,POINT (319978.8740223778 5813829.519291164),206041506,North Melbourne
Brotherhood of St Laurence|David Scott School,POINT (335201.06106839876 5776065.046637315),214011371,Frankston
Hester Hornbrook Academy,POINT (320099.75468399434 5812572.094975724),206041505,Melbourne CBD - West
SEDA College (Victoria),POINT (328747.03128042386 5811183.702740267),207011152,Hawthorn East
Cheder Levi Yitzchok Inc,POINT (323352.77268024965 5807754.536886189),206051513,St Kilda - Central
Oscar Romero Catholic Primary School,POINT (314228.8041437249 5838483.888144964),210051543,Craigieburn - West
Our Lady of the Way Catholic Primary School,POINT (323017.42923050997 5856201.393035267),209041224,Wallan
Fernbrook School,POINT (352345.5855234605 5808382.705799611),211011449,The Basin
Holy Trinity Catholic Primary School,POINT (297388.6355295794 5837776.3445985485),210041540,Sunbury - South
Glowrey Catholic Primary School,POINT (326289.1578885214 5834987.6354474835),209041437,Wollert
Fitra Community School,POINT (336507.90335514187 5798672.36020435),212041310,Clayton South
Clyde Grammar,POINT (357860.0591667114 5781180.525817576),212031556,Clyde North - South
Tombolo Academy,POINT (326315.1775281434 5799170.688592188),208011172,Hampton
Djerriwarrh Community & Education Services | Djerriwarrh Community College,POINT (286434.651105546 5826180.385497179),213041577,Melton
Lyrebird College,POINT (357449.4948729607 5822572.310416934),211051278,Lilydale - Coldstream
St Joseph’s Catholic Primary School,POINT (289898.6823026269 5802221.382239211),213051468,Werribee - West
Youth2Industry College,POINT (321074.24824892957 5810287.498113677),206051512,South Melbourne
My College,POINT (316895.5771396356 5828131.93580536),210051242,Broadmeadows
Ignatius Learning Centre,POINT (323838.80579033785 5812056.899572284),206071517,Richmond (South) - Cremorne
Muhammadiyah Australia College,POINT (288804.41603386565 5826719.920709651),213041577,Melton
St Lawrence of Brindisi Catholic Primary School,POINT (286081.98836849345 5821028.697383858),213041578,Melton South - Weir Views
Lysterfield Lake College,POINT (352102.3902129346 5795345.9911149135),212021299,Narre Warren North
Plenty River College,POINT (330750.7341351819 5831424.539698831),209041436,South Morang - South
Holy Cross Catholic Primary School,POINT (314904.9788203588 5844217.555038786),210051445,Mickleham - Yuroke
Sidrah Gardens School,POINT (352080.7033773054 5795816.237421593),212021299,Narre Warren North
Mountain District Community College,POINT (349910.781838529 5805772.257608179),211011447,Ferntree Gully - North
Mary Queen of Heaven Catholic Primary School,POINT (313426.2806976412 5833162.425165303),210051246,Greenvale - Bulla
