Facility Name,geometry,SA2_CODE21,SA2_NAME21
World Gym Sunshine,POINT (308810.9631369002 5816420.042351045),213011336,Sunshine
Xplode 24 Hr Gym,POINT (307834.04853795434 5813559.397361522),213011338,Sunshine West
Keilor Public Golf Course and Driving Range,POINT (305479.46762522904 5826859.055392141),213011340,Taylors Lakes
Sunshine Golf Club,POINT (303999.6493066795 5814749.116201764),213011570,Derrimut
Gymnastics Unlimited Australia,POINT (308556.61528271297 5820767.968338549),213011332,Keilor Downs
Deer Park Bowling Club,POINT (304574.8435285371 5817320.629501555),213011569,Deer Park
Keilor Bowls Club,POINT (308941.07886139036 5823430.6461005425),210011228,Keilor
Kevin Wheelan Gardens,POINT (309589.7051639345 5815654.23891287),213011336,Sunshine
St Albans Bowls Club,POINT (304049.7429944631 5821639.147034207),213011333,Kings Park (Vic.)
Sunshine City Bowls Club,POINT (308382.2319407015 5816435.721699075),213011328,Ardeer - Albion
Hunt Club Community Arts Centre,POINT (304377.6792277328 5817246.5534931775),213011569,Deer Park
Wright Martial Arts Centre,POINT (306215.72285997414 5820248.839305915),213011335,St Albans - South
Copperfield Secondary College,POINT (302532.84352431144 5824865.9660466),213011339,Sydenham
Sunshine Roller Skating Centre,POINT (308854.22378645174 5817126.40600089),213011337,Sunshine North
Packard Street Reserve,POINT (306422.51900974486 5822087.11897416),213011332,Keilor Downs
Ardeer Reserve,POINT (306802.17251715227 5816499.2737824125),213011328,Ardeer - Albion
Castley Reserve,POINT (307648.83896591555 5815090.823607337),213011338,Sunshine West
Chaplin Reserve,POINT (308788.43220291287 5815789.102665804),213011336,Sunshine
Larisa Reserve,POINT (307868.97493381746 5819769.5963378865),213011335,St Albans - South
McKechnie Reserve,POINT (306024.64400086715 5820006.297660353),213011335,St Albans - South
Polish Sports and Recreation Centre,POINT (306828.0081870633 5817347.589351826),213011328,Ardeer - Albion
Ralph Reserve,POINT (306216.897268152 5814924.989563069),213011338,Sunshine West
Deer Park Regional Community Sports Complex,POINT (304006.72316438676 5818031.386753911),213011569,Deer Park
Flippers Swimming School,POINT (303089.8442562917 5825417.5493640145),213011339,Sydenham
Keilor Downs Community Centre,POINT (306471.4011158538 5822040.856888719),213011334,St Albans - North
St Albans Secondary College,POINT (306853.76555873384 5820125.251208944),213011335,St Albans - South
AMF Bowling,POINT (308555.04621936043 5816606.062309625),213011336,Sunshine
Frost/Goldsmith,POINT (303731.3179069777 5822884.2260396825),213011331,Delahey
Our Lady's Tennis Club,POINT (309986.477374061 5815826.174407859),213011336,Sunshine
Overton Lea Reserve,POINT (302862.27094369155 5824839.308928058),213011339,Sydenham
Catani Recreation Reserve,POINT (380855.43288504623 5771765.571524523),212011548,Koo Wee Rup
Toomuc Recreation Reserve,POINT (364919.0877252548 5785732.414633564),212011552,Pakenham - South West
Mountain Rd Recreation Reserve,POINT (368487.4452664102 5801264.342962614),212011289,Emerald - Cockatoo
Beaconsfield Recreation Reserve,POINT (356745.3734038333 5788343.03829468),212011546,Beaconsfield - Officer
Bunyip Recreation Reserve,POINT (387689.12552249053 5782173.348130566),212011547,Bunyip - Garfield
Chandler Recreation Reserve,POINT (364965.62692790956 5801493.504660294),212011289,Emerald - Cockatoo
Cora Lynn Recreation Reserve,POINT (377973.81105407723 5777355.055467622),212011547,Bunyip - Garfield
Garfield Recreation Reserve,POINT (384072.29562074214 5782864.45489463),212011547,Bunyip - Garfield
Gembrook Recreation Reserve,POINT (370948.0474212731 5798968.083894862),212011289,Emerald - Cockatoo
Heatherbrae Recreation Reserve,POINT (361661.9451415597 5785788.660557645),212011546,Beaconsfield - Officer
Holm Park Road,POINT (357273.6908630392 5788762.436295487),212011546,Beaconsfield - Officer
Koo Wee Rup Recreation Reserve,POINT (368016.8718242153 5772035.476095359),212011548,Koo Wee Rup
Lang Lang Showgrounds Reserve,POINT (374072.3995443876 5763445.525872186),212011548,Koo Wee Rup
Nar Nar Goon Recreation Reserve,POINT (374813.97160583106 5783860.109798818),212011547,Bunyip - Garfield
Officer Recreation Reserve,POINT (361141.2918660318 5786320.022397375),212011550,Pakenham - North West
O'Neil Rd Recreation Reserve,POINT (357698.1121341272 5787114.21200732),212011546,Beaconsfield - Officer
Pakenham Upper Recreation Reserve,POINT (369340.124433885 5791646.362892295),212011289,Emerald - Cockatoo
Upper Beaconsfield Recreation Reserve,POINT (361006.34051718086 5793468.471624274),212011289,Emerald - Cockatoo
Worrell Reserve,POINT (363455.4729077794 5800994.98031384),212011289,Emerald - Cockatoo
Cardinia Life,POINT (364867.42938508873 5785751.981041406),212011552,Pakenham - South West
Bunyip Basketball Stadium,POINT (387666.78591770877 5782209.774845837),212011547,Bunyip - Garfield
Cockatoo Indoor Sports Complex,POINT (368487.4452664102 5801264.342962614),212011289,Emerald - Cockatoo
Atkins Road Reserve,POINT (367389.9478772582 5785424.3684416665),212011549,Pakenham - North East
Cockatoo Bowls & Tennis Club,POINT (367359.61379991536 5800090.090788277),212011289,Emerald - Cockatoo
Homegarth Reserve,POINT (368196.3662736742 5785134.333572513),212011551,Pakenham - South East
Hope St park,POINT (387424.68649846374 5782568.564148752),212011547,Bunyip - Garfield
Kath Roberts Reserve,POINT (357153.21539911313 5788022.303457435),212011546,Beaconsfield - Officer
Cardinia Recreation Reserve,POINT (362236.8861799011 5776661.1031040205),212011548,Koo Wee Rup
Lakeside Recreation Reserve,POINT (362943.01411922206 5785519.165969268),212011552,Pakenham - South West
Lang Lang Recreation Oval,POINT (374994.07181105 5764018.1065263925),212011548,Koo Wee Rup
Maryknoll Recreation Reserve,POINT (377557.63745109824 5789185.429998798),212011547,Bunyip - Garfield
Rythdale Recreation Reserve,POINT (365785.22328135895 5778155.200597565),212011548,Koo Wee Rup
Tynong Recreation Reserve,POINT (379598.48724502063 5783548.678206645),212011547,Bunyip - Garfield
Cora Lynne - Nar Nar Goon Circuit,POINT (377863.583314252 5777259.17115748),212011547,Bunyip - Garfield
Cora Lynne - Ripplebrook,POINT (377813.37400312326 5777159.082391106),212011547,Bunyip - Garfield
Dallas Brooks Park,POINT (359610.94815532025 5793362.476898071),212011289,Emerald - Cockatoo
Lang Lang - Yannathan,POINT (374249.69926715776 5763647.181360578),212011548,Koo Wee Rup
Modella Circuit,POINT (386976.0707960515 5772560.451757954),212011547,Bunyip - Garfield
Officer Scout Park,POINT (360386.2755026291 5788653.912467593),212011546,Beaconsfield - Officer
Cannibal Creek Reserve,POINT (384488.05350184476 5790616.060902187),212011547,Bunyip - Garfield
Huxtable Road Horseriding Reserve,POINT (367501.9438227058 5791333.825183851),212011289,Emerald - Cockatoo
Josie Bysouth Reserve,POINT (367938.2588375554 5799143.161125548),212011289,Emerald - Cockatoo
Officer Club Grounds,POINT (361362.11739824736 5787624.425628269),212011550,Pakenham - North West
Pound Road Reserve,POINT (387069.7153341044 5781901.1956267),212011547,Bunyip - Garfield
Yarrabubba Horseriding Reserve,POINT (376431.3070481826 5788949.583214773),212011547,Bunyip - Garfield
Anytime Fitness Pakenham,POINT (366955.63419883006 5784557.652459662),212011551,Pakenham - South East
Jetts Pakenham,POINT (364694.80515101214 5786260.575389185),212011550,Pakenham - North West
Beaconshill Golf Course,POINT (361083.6685360975 5794877.305430158),212011289,Emerald - Cockatoo
Emerald Golf and Country Club,POINT (364415.3494040447 5802571.348484573),212011289,Emerald - Cockatoo
Garfield Golf Club,POINT (383227.68187989027 5781359.538394299),212011547,Bunyip - Garfield
Motuna Golf Course,POINT (358098.7067312934 5790969.683708163),212011546,Beaconsfield - Officer
Pakenham Golf Club,POINT (369022.19273319625 5785139.548063719),212011551,Pakenham - South East
Koo Wee Rup Bowls & Tennis Club,POINT (367370.4457367365 5770793.671197536),212011548,Koo Wee Rup
Lang Lang Bowls Club,POINT (374398.23993386945 5764044.731066158),212011548,Koo Wee Rup
Pakenham Bowls & Tennis Club,POINT (366950.7955969308 5784918.410060586),212011551,Pakenham - South East
Lakeside Sailing Club- Pakenham,POINT (364027.3623663137 5785664.308267194),212011552,Pakenham - South West
Beaconsfield Pistol Club,POINT (357479.5709804294 5786566.61643823),212011546,Beaconsfield - Officer
Lang Lang Pistol Club,POINT (373915.90399628936 5763459.1825642),212011548,Koo Wee Rup
Lang Lang Rifle Range,POINT (375601.0992885365 5763274.273006917),212011548,Koo Wee Rup
Gembrook Leisure park,POINT (372965.2386976598 5798368.79420154),212011289,Emerald - Cockatoo
Lang Lang Tennis Club,POINT (374594.9851669084 5763811.813511659),212011548,Koo Wee Rup
Garfield Community Swimming Pool,POINT (384072.29562074214 5782864.45489463),212011547,Bunyip - Garfield
koo Wee Rup Swimming Pool,POINT (367370.4457367365 5770793.671197536),212011548,Koo Wee Rup
Pakenham Outdoor Pool,POINT (366950.7955969308 5784918.410060586),212011551,Pakenham - South East
Pakenham Regional Tennis Centre,POINT (367231.461276183 5783471.429461017),212011552,Pakenham - South West
Sutherland Park Recreation Reserve,POINT (360489.98449960386 5793132.236146709),212011289,Emerald - Cockatoo
Tynong North Reserve,POINT (379192.53272737 5784193.043200066),212011547,Bunyip - Garfield
Yannathan Recreation Reserve,POINT (380885.7661798773 5768115.751133945),212011548,Koo Wee Rup
Sydney Parkinson Reserve,POINT (347260.7957302639 5794228.414349226),212021454,Endeavour Hills - South
Casey Indoor Leisure Centre,POINT (350446.0472909913 5780298.153292753),212031558,Cranbourne East - South
Casey Fields,POINT (352040.6231478283 5779305.308666773),212031558,Cranbourne East - South
Edwin Flack Recreation Reserve,POINT (356345.2918990764 5789697.061324332),212021293,Berwick - North
"Lawson Poole Recreation Reserve, ",POINT (348676.82162541326 5783511.872925624),212031300,Cranbourne
Arch Brown Reserve,POINT (355612.34133466426 5789806.556731711),212021293,Berwick - North
Banjo Patterson Park,POINT (346455.5597630744 5786463.778157781),212031306,Lynbrook - Lyndhurst
Barry Simon Recreation Reserve,POINT (347531.17727365094 5796350.174200142),212021453,Endeavour Hills - North
Berwick Fields Primary School,POINT (355587.4670833079 5787868.967807328),212021293,Berwick - North
Berwick Fields Recreation Reserve,POINT (353695.72886405746 5787496.478098675),212021554,Berwick - South West
Berwick Springs Recreation Reserve,POINT (352218.62283663463 5784968.983360894),212031457,Narre Warren South - East
Berwick Springs Reserve,POINT (352232.94620839506 5784929.171586949),212031457,Narre Warren South - East
"Cairns Road Recreation Reserve,",POINT (347210.1621736868 5788598.1397076),212031562,Hampton Park - West
Carlisle Park Reserve,POINT (350257.18644307344 5783208.740533808),212031300,Cranbourne
Charles Green Reserve,POINT (346494.3389836497 5794322.948159676),212021454,Endeavour Hills - South
Clyde Recreation Reserve,POINT (353462.78715112375 5779557.389603511),212031303,Cranbourne South
Cranbourne Recreation Reserve,POINT (349543.39933410054 5779749.134055933),212031300,Cranbourne
Eumemmerring Park,POINT (345722.68332308036 5793086.372283356),212021295,Doveton
Glover Recreation Reserve,POINT (351284.8670321952 5775450.469429738),212031303,Cranbourne South
"Glover Recreation Reserve,",POINT (351261.9105373911 5775406.979592833),212031303,Cranbourne South
"Hallam Recreation Reserve, ",POINT (348035.3434922612 5792583.140717683),212021297,Hallam
Hunt Club Estate,POINT (351208.4502815635 5781131.889418616),212031557,Cranbourne East - North
"J & P Cam Recreation Reserve,",POINT (348411.6017087259 5781376.986444045),212031300,Cranbourne
Kalora Park Reserve,POINT (351192.5928681658 5793820.097412511),212021299,Narre Warren North
Kambrya College,POINT (354815.10067099053 5786892.445530804),212021553,Berwick - South East
Marriott Waters Reserve,POINT (346582.9267922957 5784668.336880659),212031306,Lynbrook - Lyndhurst
Max Pawsey Recreation Reserve,POINT (350604.0950664575 5790877.372371133),212021456,Narre Warren - South West
"Narre Warren Nth Recreation Reserve, ",POINT (349678.0702326755 5794175.664230464),212021299,Narre Warren North
Pearcedale Recreation Reserve,POINT (344889.09500056755 5770120.330837878),212031308,Pearcedale - Tooradin
Power Reserve,POINT (345528.47746818006 5794893.515764991),212021295,Doveton
Robert Booth Reserve,POINT (347172.59241865133 5789422.751546994),212031562,Hampton Park - West
Rutter Park Memorial Reserve,POINT (358747.2170428073 5768929.785532102),212031308,Pearcedale - Tooradin
"Singleton Recreation Reserve, ",POINT (348136.28925281926 5794959.474829401),212021454,Endeavour Hills - South
Strathaird Reserve,POINT (349974.00466284493 5785895.019813662),212031458,Narre Warren South - West
Sweeney Reserve,POINT (353205.1962819347 5788517.745595942),212021456,Narre Warren - South West
Tooradin Recreation Reserve,POINT (357764.5672412316 5769562.844782511),212031308,Pearcedale - Tooradin
Warneet Recreation Reserve,POINT (352363.05478651996 5768525.406606415),212031308,Pearcedale - Tooradin
Berwick Leisure Centre,POINT (356534.8883822491 5789559.984432174),212021293,Berwick - North
Endeavour Hills Leisure Centre,POINT (347163.59942564537 5795132.1603751965),212021454,Endeavour Hills - South
Cyril Molyneaux Reserve,POINT (353109.96020038327 5789516.587159147),212021293,Berwick - North
Jackson Reserve Playground,POINT (351426.17486632825 5793003.832116661),212021455,Narre Warren - North East
"Morning Mist Recreation Reserve, ",POINT (345091.4051549968 5776413.046518077),212031303,Cranbourne South
Cranbourne Indoor sports,POINT (349767.61456670915 5781203.877892186),212031300,Cranbourne
Junction Village Recreation Reserve,POINT (350398.7079676006 5777894.605896934),212031303,Cranbourne South
Kevin Adlard Reserve,POINT (346563.9700233481 5793590.410805416),212021295,Doveton
KM Reedy Recreation Reserve,POINT (346263.6193113647 5790170.719874122),212031562,Hampton Park - West
Sydney Pargeter Reserve,POINT (346208.1352162417 5796647.643557097),212021453,Endeavour Hills - North
Amberly Park Drive Reserve,POINT (349905.88953352586 5787702.554819582),212031458,Narre Warren South - West
Donnelly Recreation Reserve,POINT (348948.3504223129 5782879.0846296055),212031300,Cranbourne
"Frog Hollow Recreation Reserve,",POINT (348453.94185869367 5793957.80247715),212021454,Endeavour Hills - South
Frog Hollow Reserve,POINT (330375.20839319914 5810442.830013832),207011149,Camberwell
Waratah South Reserve,POINT (345941.7630784615 5793286.650984645),212021295,Doveton
Ivens Reserve,POINT (352049.4955505598 5793991.945591238),212021299,Narre Warren North
Oakwood Riding School,POINT (358420.5554843154 5782367.321157537),212031556,Clyde North - South
